Nombre_Restaurante,Rating,Cantidad_Reseñas,Precio,Tipo_Cocina,Resena
$1.50 Fresh Pizza,4.3,341,Bajo,"pizza, fast food",If you are in New York make sure to stop... | Nice cheep pizza
John's Coffee Shop,4.5,311,Bajo,"american, cafe, diner","The French toast was really good, very flight and fluffy. | We ate pommes frites, bagels with smoke..."
John's Of Times Square,4.2,6288,Medio,"italian, pizza","... and brick ovens, both the Pepperoni and Margherita pizzas from those coal... | Service was friendly and the pizza was..."
John's of Bleecker Street,4.4,1961,Medio,"italian, pizza","John's is a NYC staple. The pizza is fantastic! The crust has perfectly ""burnt... | Perfect New York pizza"
Johny's Luncheonette,4.5,491,Bajo,"american, diner",Great atmosphere. Sat and watched... | Cute little diner
Jongro BBQ,4.4,499,Medio,"barbecue, asian, korean",A nice Korean BBQ. | Good food for a good price!
Joseph Leonard,4.4,214,Medio,"american, gastropub","The location is superb, in the heart of the Village, across from the Stonewall... | Little nice place for breakfast"
Judge Roy Bean Public House,4.3,176,Bajo,"american, bar, pub, gastropub","Great ambience, food and service. Excellent JRB burger and bourbon wings. Great... | Lovely warm welcome"
Jungsik,4.7,305,Muy Alto,"asian, korean",Good korean restaurant with delicious korean cuisine classics... The atmosphere... | The Food and Experience are Absolutely Worthwhile!
Kahlo,4.2,40,Medio,mexican,"Once our table was ready Mario V was our server and helped by others. The... | Had fish tacos, branzino, and mango gua..."
Kashkaval,4.4,157,Medio,"mediterranean, deli, wine bar",The skewers and tapas were nice and well cooked. The downside was the baklava... | Went in for Tapas and came out with a Smile
Katz's Deli,4.2,18619,Medio,"deli, israeli",...Pastrami sandwiches cut thick with a half sour picle and potato salad and... | A real feel for the authentic NYC deli vibes!
KazuNori: The Original Hand Roll Bar,4.5,104,Medio,"japanese, sushi, asian","It is a special place It has a specific variety of hand rolls, The quality... | ... the nori is still crisp while eating."
Keens Steakhouse,4.5,7005,Muy Alto,"american, steakhouse",My first choice of restaurant was Keen’s. There are two things I order here... | ... with mashed potatoes and string bea...
Kellari Taverna,4.0,966,Medio,"seafood, greek",Octopus was cooked and seasoned to perfection. | Delicious food but…
Kesté Pizza e Vino,4.5,1241,Medio,"italian, pizza, neapolitan",# 1 Pizza & Pasta in Manhattan | Great quality food & service
Kiki’s,4.3,176,Medio,"mediterranean, greek","Amidst all the Asian restaurants on the border of Chinatown is this hidden gem... | Good Food, great location"
Kings of Kobe,4.6,107,Bajo,"american, steakhouse",The steak and sides came out family style. | The brioche bun as being one of the most...
Kizuna Omakase,5.0,1,No disponible,"japanese, sushi",Amazing tender omakase
Knickerbocker Bar & Grill,4.2,479,Medio,"american, steakhouse, bar, contemporary","The food is always delicious at Knickerbocker. Maria was our waitress today... | Every time you order the T-bone steak,..."
Kochi,4.6,58,Muy Alto,"asian, korean","... octopus, which we don't eat), halibut, and a delicious corn soup that sta... | We love Korean food but this is certainly..."
Koi,4.2,856,Muy Alto,"japanese, seafood, sushi, asian","The sushi is always *chef’s kiss*, crispy... | Good food"
Kossar's Bagels & Bialys,4.2,153,Bajo,"american, fast food, deli","The bagels are excellent, no question. But, surprisingly, the bialys are... | Serving all types of bagel sandwiches t..."
Kung Fu Kitchen,4.3,228,Medio,"chinese, asian, soups, shanghai","The best dumplings, Scalion pancakes and noodles we have had in New York. | Knows how to make a mean noodle"
Kuu Ramen,4.6,298,Bajo,"japanese, asian, soups","... very good, the pork in the ramen wa... | 10/10"
L'Artusi,4.5,558,Muy Alto,"italian, european","My only wish is the restaurant not to be so popular so you could get an earlier... | Great pasta, but now noisy and impossib..."
L'ami Pierre - French Cafe,4.8,23,Medio,french,Fun French Pastries | A real French cafe and bakery and an amazing one.
LA SIRENE,4.4,195,Medio,"french, european",Just finished a nice dinner at La Sirene around the corner from my accomodation... | I had the Salad du Marche' and the Smas...
La Boite en Bois,4.1,285,Medio,french,"Wonderful cozy spot, easy walking distance to Lincoln Center. Reasonable cost... | I had a salad and the Pan-Seared Salmon..."
La Contenta Les,4.7,99,Medio,"mexican, latin","They had fun music playing overhead. | Pico de gallo sauce, tortillas, mole..."
La Dong,4.7,3,No disponible,"bar, asian, pub, vietnamese",Good pho lunch | Modern and classic Vietnamese cuisine
La Esquina - Soho,4.2,1228,Medio,"mexican, latin",... with Avocado & Chili and Steak Pepi... | Bis-Tec and Tajin Fries
La Gioconda,4.5,174,Medio,italian,Amazing choice of appetizers and main course. My friend and I had lasagna... | Terrific Pastas and Inviting Atmosphere.
La Goulue Restaurant,4.2,126,Muy Alto,"french, european",Today I had lunch with a friend and got to have their cheese souffle.....they... | Dinner with Friends
La Grande Boucherie,4.8,3189,Muy Alto,"french, steakhouse","The food was delicious (Butternut Squash Soup, Turkey Dinner, Scallops). | ... had the beef bourguignon (recommend..."
La Lanterna di Vittorio,4.4,405,Medio,"italian, pizza","I’ve gone to La Lanterna since I was little and it’s food, service and tone... | Very Good Pizza"
La Masseria,4.4,2034,Muy Alto,italian,"... the artichoke and Parmesan salad, penne with bacon and radicchio, the sal... | Fair Price for Pre-Dinner Before the Show"
La Mela Ristorante,3.9,892,Medio,italian,I had the eggplant Parmesan & my husband the chicken Parmesan !! We watched t... | We were enjoying a great NYC walk with...
La Nonna Restaurant,3.9,612,Medio,italian,My friend had the Ziti Bolognese from the special menu and I had an amazing C... | All time fav pasta!!! Ever…
La Parisienne,4.4,134,Medio,"french, cafe, european",The food here is just fantastic. The French toast is perhaps the best I've ever... | ... seared greens bowl with smoked salmon.
La Pecora Bianca UES,1.5,2,No disponible,"italian, bar, pub, wine bar","Seriously, the corner pizza joint with $1.25 slices is better than this place."
La Piccola Cucina,4.6,81,Medio,"italian, mediterranean","Food was very tasty, great service as well. Thank you. Will be back for sure... | Little but great"
La Pizza & La Pasta,4.3,165,Medio,"italian, pizza",Don't forget to go through the Eataly market which you are there. Fun... | La Pizza & La Pasta Flatiron
La Pulperia,4.4,286,Medio,"latin, seafood, central american",Kathy ( the octopus guru) says best ever. | la pulperia is a nice change of pace! We...
La Voglia Nyc,4.2,5,No disponible,"italian, bar, pizza, seafood, pub, healthy, wine bar",La Voglia restaurant has an excellent s... | Disaster on Mother’s Day
Ladurée Soho,4.0,619,Medio,"french, cafe, european","... the prices.. we ordered the eggs benedict salmon and bacon, Laduree omele... | The best macaroons hands down! We had..."
Lafayette Grand Café and Bakery,4.1,664,Medio,french,"I've enjoyed Lafayette many times for brunch and dinner and will continue to... | Decent Brunch, Attitude Not Included"
Land,4.5,333,Medio,"asian, thai",Stopped for lunch - used the fixed menu (appetizer and first) for $12.50 a... | Great for take out
Lattanzi Ristorante,4.1,830,Muy Alto,"italian, romana, dining bars",... surrounded area includes the corner very salty veal restaurant in Rome. | Solid Choice for Pre-Theater Dining
Lavagna,4.4,162,Medio,italian,This is a place where locals go to dine solo or in small groups. The food and... | Nice Italian Spot
Lazzara's Pizza Cafe,4.2,232,Medio,"italian, pizza","Classic NYC (Staten Island influence, maybe?), thin crust pizza that you rare... | We just had lunch at Lazzara's on the..."
Le Bernardin,4.6,3683,Muy Alto,french,Delicious salmon and tuna dishes | Eric is the master chef of all.
Le Bistroquet (BXL Zoute),4.5,136,Medio,"french, belgian, gastropub","Mussels were delicious. Bone marrow concoction was not a favorite. I had the... | ... and the salmon roti, served in a re..."
Le Botaniste,4.6,99,Medio,"international, healthy","I had the chili, which was hearty and packed with flavor, and the coconut cev... | Tasty Vegetarian Fare At More Than Reas..."
Le CouCou Restaurant,4.4,590,Muy Alto,"french, european","... with fermented daikon, bouillabaisse, tartar de boeuf, bavette steak, per... | Delicious food but some aspect s need to improve (wine prices and staff behaviour)."
Le District,4.1,529,Medio,french,"Je t’aime à le district! The market is a delight with delicious delicacies from... | Great coffee, views and mostly great service"
Le Gigot,4.5,182,Medio,french,My husband had the Seafood Risotto. He enjoyed it immensely. The seafood was... | Warm and friendly French bistro
Le Pain Quotidien,4.2,775,Medio,"french, cafe","Great fresh croissants, soups and sandwiches, with a community table (private... | Delicious, fresh food"
Le Parisien,4.3,338,Medio,french,"Food was excellent. We had the duck confit and half chicken. Highly recommend... | ... moules, pate de compagne, more frit..."
Le Parisien Bakery ,4.6,118,Medio,"french, cafe","Delicious macaroons | Very yummy drinks, a cozy environment to rest in between activities."
Le Relais de Venise L'Entrecôte Midtown East,4.1,826,Medio,french,The salad has a delicious dressing and the steak and fries excellent. | Unique place
Le Rivage,4.3,978,Medio,"french, american, gastropub",Amazing Beef Bourguignon and Wine near Times Square | Delicious French cuisine
Le Tout Va Bien - French Restaurant,4.5,26,Medio,"french, bar, contemporary","Exceptional, Exceptional, Exceptional | Convenient for the theatre"
Le Zie,4.3,179,Medio,italian,"I thoroughly enjoyed my strong old fashioned, my grilled pork chop and the... | Get the artichokes"
Legends New York City,4.0,355,Medio,"american, bar, pub",Food good in Legends great atmosphere in the bar gets very busy but everyone in... | Great bar
Levain Bakery,4.6,44,Bajo,american,"Omg best cookies in the entire world! And look how ginormous it is, a must try... | Delicious"
Lido Harlem,4.3,228,Medio,italian,... but it was like a lasagna with eggplant ( it doesn’t look good in the pic... | Lido is an intimate boutique style...
Lighthouse Fish Market,4.0,8,No disponible,"bar, seafood, pub",The portions are good for the price and the food was very tasty. I had Mac and... | My friend ordered the lobster tail with...
Lil' Frankie's,4.2,243,Medio,"italian, pizza","We started with cheese pizza and salad. | Reservations are a must, and it was cash..."
Lillie's Victorian Establishment,4.2,192,Medio,"american, bar, pub",This place was awesome. My wife and I had married the previous day (valentines... | Where were the flowers?
Lilly's craft and kitchen,4.2,144,Medio,"american, bar, grill, pub","Great atmosphere, lively yet not too busy. The staff were lovely, and the bar... | ... although the bar became very busy a..."
Limelight Original Famous Coal Fire Pizzeria NYC,3.9,482,Medio,"italian, pizza, neapolitan, campania, southern-italian",Fabulous Pizza!! | Great pizza!
Lincoln Ristorante,4.2,618,Muy Alto,italian,"So for those with the same question, PARK IN LINCOLN CENTER LOT. You're... | ... in aromatic olive oil and concluded..."
Lips,4.2,364,Medio,"american, bar, international, contemporary",The food and cocktails are delicious. Entertainment is fabulous and funny. We... | Fun and fabulously entertaining
Little Beet,4.3,184,Medio,american,Another example of the healthy bowl craze in NYC and beyond. This chain of... | Healthy food
Little Italy Pizza,4.2,177,Bajo,"italian, pizza, fast food",I got two huge cheese pizza slices and a drink combo for under 8 bucks. It was... | Tasty pizza
Little Maven,5.0,4,No disponible,"american, steakhouse",An experience like no other | Warm friendly ambience and wonderful food.
Little Owl,4.5,1280,Medio,"italian, american, greek, contemporary",Favourite restaurant & meal this trip from London... My pork chop & butter be... | ... on my Strawberry And Rhubarb Crisp!
Little Ruby's Soho,4.3,363,Medio,"american, cafe",Our favorites are the pasta ala vodka and cheeseburger. | FREE CAKE AND judgements :(
Lobster Place,4.5,2366,Medio,"seafood, healthy",High quality lobster at very affordable prices at Chelsea market in New York... | Lobster Roll
Locanda Verde Tribeca,4.1,1233,Muy Alto,"italian, american","... the brown butter waffle (so good), others had the oatmeal and the frittata. | I have gone to locanda verde for lunch a..."
Loi Estiatorio,4.7,696,Medio,greek,We had the lentil soup that was perfect... | A friendly place with excellent food
Lokal Mediterranean kitchen,4.3,99,Medio,mediterranean,"... fresh house-baked bread, and finished up with their grilled lamb meatballs. | Try the stuffed pepper rolls!"
Lombardi's,4.0,4957,Medio,"italian, pizza, lombard, northern-italian","We got a chance to try the meatballs, which was a great portion and delicious. | We had dinner for two, pizza, salad, eg..."
Long Acre Tavern,4.3,99,Medio,"american, irish, bar, pub",Best Irish bar in Times Square! | ... pulled pork and loaded tatta tots.
Loring Place,4.6,178,Muy Alto,american,"The restaurant serves several intriguing fish entrees and a burger, but my... | ... enjoying the asparagus fries."
